espn_id,name,team,position,points,bye,pass_yds,pass_tds,rec,rec_yds,rec_tds,rush_yds,rush_tds
2552033,Jameis Winston,TB,QB,325,7,4369.031021,16.44016743,NA,NA,NA,285,1
2543457,Sammy Watkins,KC,WR,192,12,NA,NA,64,910,6,28,0
2557848,Corey Davis,TEN,WR,192,11,NA,NA,67,888,5,40,0
2555259,Carson Wentz,PHI,QB,323,10,4222.936388,11.22150272,NA,NA,NA,200,1
2506109,Ben Roethlisberger,PIT,QB,322,7,4600.886681,14.88401005,NA,NA,NA,71,1
2540215,Vance McDonald,PIT,TE,159,7,NA,NA,60,691,5,0,0
2555418,Jordan Howard,PHI,RB,159,10,NA,NA,20,150,1,781,7
2555295,Sterling Shepard,NYG,WR,188,11,NA,NA,66,883,5,22,0
2556521,Kaimi Fairbairn,HOU,K,120,10,NA,NA,NA,NA,NA,NA,NA
2532975,Russell Wilson,SEA,QB,318,11,3641.199967,9.057580578,NA,NA,NA,395,2
79607,LeSean McCoy,BUF,RB,156,6,NA,NA,34,265,1,674,4
2557986,David Njoku,CLE,TE,155,7,NA,NA,56,662,5,0,0
2555334,Jared Goff,LAR,QB,317,9,4428.491365,11.4582252,NA,NA,NA,103,1
2532884,Marvin Jones,DET,WR,185,5,NA,NA,61,877,6,1,0
2503471,Adam Vinatieri,IND,K,117,6,NA,NA,NA,NA,NA,NA,NA
2560742,Nyheim Hines,IND,RB,154,6,NA,NA,54,424,2,311,2
2559169,Austin Ekeler,LAC,RB,154,12,NA,NA,40,374,2,468,3
2555260,Dak Prescott,DAL,QB,314,8,3801.377798,9.994730013,NA,NA,NA,316,6
2560965,Mike Badgley,LAC,K,115,12,NA,NA,NA,NA,NA,NA,NA
2495966,Delanie Walker,TEN,TE,151,11,NA,NA,59,660,4,1,0
2553112,Jason Myers,SEA,K,114,11,NA,NA,NA,NA,NA,NA,NA
2558172,Jake Elliott,PHI,K,114,10,NA,NA,NA,NA,NA,NA,NA
2540243,Brett Maher,DAL,K,113,8,NA,NA,NA,NA,NA,NA,NA
2535686,Giorgio Tavecchio,ATL,K,113,9,NA,NA,NA,NA,NA,NA,NA
2543466,Eric Ebron,IND,TE,150,6,NA,NA,50,582,7,10,0
2504775,Drew Brees,NO,QB,312,9,4276.797145,8.587191293,NA,NA,NA,33,2
2507232,Mason Crosby,GB,K,113,11,NA,NA,NA,NA,NA,NA,NA
2506677,Matt Prater,DET,K,113,5,NA,NA,NA,NA,NA,NA,NA
2560836,Dante Pettis,SF,WR,180,4,NA,NA,57,864,6,7,0
2560757,Lamar Jackson,BAL,QB,311,8,2950.335651,9.636542486,NA,NA,NA,890,6
2560835,Rashaad Penny,SEA,RB,149,11,NA,NA,22,169,1,769,5
2555415,Austin Hooper,ATL,TE,149,9,NA,NA,61,614,4,0,0
2506106,Larry Fitzgerald,ARI,WR,179,12,NA,NA,70,767,5,0,0
2495469,Dion Lewis,TEN,RB,147,11,NA,NA,48,352,1,464,2
2556771,Aldrick Rosas,NYG,K,110,11,NA,NA,NA,NA,NA,NA,NA
2540160,Jordan Reed,WAS,TE,147,10,NA,NA,62,628,4,0,0
2495259,Dan Bailey,MIN,K,110,12,NA,NA,NA,NA,NA,NA,NA
71309,Graham Gano,CAR,K,109,7,NA,NA,NA,NA,NA,NA,NA
2532820,Kirk Cousins,MIN,QB,308,12,4195.552871,11.92806614,NA,NA,NA,134,2
2560781,Christian Kirk,ARI,WR,177,12,NA,NA,62,829,5,26,0
2556466,Peyton Barber,TB,RB,146,7,NA,NA,23,142,1,766,5
2557895,Dede Westbrook,JAC,WR,177,10,NA,NA,64,766,5,53,0
2550545,Chris Boswell,PIT,K,109,7,NA,NA,NA,NA,NA,NA,NA
2558008,Mitchell Trubisky,CHI,QB,308,6,3752.788937,12.83723315,NA,NA,NA,383,3
2560955,Josh Allen,BUF,QB,307,6,3222.698368,14.4969234,NA,NA,NA,674,7
2555346,Will Fuller,HOU,WR,175,10,NA,NA,55,826,6,4,0
89802,Ryan Succop,TEN,K,107,11,NA,NA,NA,NA,NA,NA,NA
2506264,Robbie Gould,SF,K,105,4,NA,NA,NA,NA,NA,NA,NA
2562722,Miles Sanders,PHI,RB,142,10,NA,NA,29,230,1,593,4
2556885,Jalen Richard,OAK,RB,141,6,NA,NA,55,480,1,250,1
497322,Emmanuel Sanders,DEN,WR,171,10,NA,NA,65,804,4,23,0
2541161,Latavius Murray,NO,RB,140,9,NA,NA,22,156,0,626,6
2495438,Kyle Rudolph,MIN,TE,139,12,NA,NA,55,546,5,0,0
2504211,Tom Brady,NE,QB,301,10,4375.17211,10.71021348,NA,NA,NA,35,1
2560862,Jaylen Samuels,PIT,RB,139,7,NA,NA,41,333,3,381,2
2533040,Mohamed Sanu,ATL,WR,169,9,NA,NA,63,783,4,30,0
497236,Jimmy Graham,GB,TE,139,11,NA,NA,53,591,4,0,0
2539227,Dustin Hopkins,WAS,K,101,10,NA,NA,NA,NA,NA,NA,NA
2506121,Philip Rivers,LAC,QB,300,12,4363.762461,12.74037673,NA,NA,NA,19,0
2540011,Chris Thompson,WAS,RB,138,10,NA,NA,56,411,2,252,1
2553833,Josh Lambo,JAC,K,100,10,NA,NA,NA,NA,NA,NA,NA
2562382,Kyler Murray,ARI,QB,299,12,3508.820779,13.63460025,NA,NA,NA,521,4
2560993,Daniel Carlson,OAK,K,100,6,NA,NA,NA,NA,NA,NA,NA
2507374,Steven Hauschka,BUF,K,100,6,NA,NA,NA,NA,NA,NA,NA
2543715,Jerick McKinnon,SF,RB,137,4,NA,NA,37,304,1,425,3
2560957,Mark Andrews,BAL,TE,136,8,NA,NA,48,620,4,1,0
2540232,Jack Doyle,IND,TE,136,6,NA,NA,55,551,4,0,0
2541556,Brandon McManus,DEN,K,99,10,NA,NA,NA,NA,NA,NA,NA
2550284,Trey Burton,CHI,TE,136,6,NA,NA,51,562,5,1,0
2533444,Randy Bullock,CIN,K,98,9,NA,NA,NA,NA,NA,NA,NA
2556472,Taylor Bertolet,NYJ,K,98,4,NA,NA,NA,NA,NA,NA,NA
2558066,Curtis Samuel,CAR,WR,164,7,NA,NA,52,695,5,85,1
2495700,Greg Olsen,CAR,TE,132,7,NA,NA,48,547,5,0,0
2543801,Jimmy Garoppolo,SF,QB,294,4,4233.34941,15.40987024,NA,NA,NA,100,1
2560888,Courtland Sutton,DEN,WR,162,10,NA,NA,53,780,5,4,0
2561153,Jason Sanders,MIA,K,94,5,NA,NA,NA,NA,NA,NA,NA
2558178,Zane Gonzalez,ARI,K,91,12,NA,NA,NA,NA,NA,NA,NA
1581,DeSean Jackson,PHI,WR,157,10,NA,NA,49,785,4,34,0
2552461,Duke Johnson,HOU,RB,122,10,NA,NA,38,370,2,270,2
2543614,Donte Moncrief,PIT,WR,152,7,NA,NA,55,716,4,1,0
2559924,Ito Smith,ATL,RB,121,9,NA,NA,32,194,1,448,3
2550636,Cairo Santos,TB,K,83,7,NA,NA,NA,NA,NA,NA,NA
2543847,John Brown,BUF,WR,151,6,NA,NA,46,723,5,2,0
2540202,Kenny Stills,MIA,WR,151,5,NA,NA,49,713,5,1,0
2561534,Greg Joseph,CLE,K,82,7,NA,NA,NA,NA,NA,NA,NA
2552415,Jamison Crowder,NYJ,WR,149,4,NA,NA,58,670,4,23,0
2560842,Eddy Pineiro,CHI,K,81,6,NA,NA,NA,NA,NA,NA,NA
2560735,Michael Gallup,DAL,WR,149,8,NA,NA,49,732,4,0,0
2560907,Marquez Valdes-Scantling,GB,WR,148,11,NA,NA,51,732,4,20,0
2560733,Royce Freeman,DEN,RB,117,10,NA,NA,18,109,0,600,5
2553913,Tyrell Williams,OAK,WR,147,6,NA,NA,52,710,4,6,0
2562574,Darrell Henderson,LAR,RB,117,9,NA,NA,17,166,1,543,4
2558918,Matt Breida,SF,RB,116,4,NA,NA,23,207,1,493,3
2507164,Adrian Peterson,WAS,RB,116,10,NA,NA,16,134,0,606,4
2556460,Geronimo Allison,GB,WR,146,11,NA,NA,50,713,4,4,0
2543475,Marqise Lee,JAC,WR,146,10,NA,NA,55,688,3,15,0
2552458,Devin Funchess,IND,WR,145,6,NA,NA,51,641,5,0,0
2561029,Keke Coutee,HOU,WR,145,10,NA,NA,57,653,4,10,0
2505629,Jason Witten,DAL,TE,114,8,NA,NA,47,445,4,0,0
2562378,T.J. Hockenson,DET,TE,112,5,NA,NA,42,477,4,1,0
2552409,DeVante Parker,MIA,WR,143,5,NA,NA,53,682,4,0,0
2558204,Jamaal Williams,GB,RB,112,11,NA,NA,26,206,1,435,3
2537931,Josh Gordon,NE,WR,141,10,NA,NA,47,715,4,0,0
2540148,Tyler Eifert,CIN,TE,111,9,NA,NA,41,485,3,0,0
2543743,Carlos Hyde,KC,RB,111,12,NA,NA,20,152,0,489,4
2560770,Ronald Jones,TB,RB,110,7,NA,NA,20,139,0,511,4
497326,Golden Tate,NYG,WR,141,11,NA,NA,56,649,3,15,0
2543499,Derek Carr,OAK,QB,272,6,4116.847673,11.95311427,NA,NA,NA,57,1
2495143,Andy Dalton,CIN,QB,271,9,3751.390239,13.9207409,NA,NA,NA,133,1
2560967,Kalen Ballage,MIA,RB,109,5,NA,NA,19,146,0,558,3
2507166,Ted Ginn,NO,WR,139,9,NA,NA,46,666,4,43,0
2561036,Sam Darnold,NYJ,QB,270,4,3699.233843,15.76782336,NA,NA,NA,174,1
2553895,Adam Humphries,TEN,WR,138,11,NA,NA,55,614,3,8,0
2562383,Noah Fant,DEN,TE,108,10,NA,NA,42,460,3,1,0
2560738,Chris Herndon,NYJ,TE,107,4,NA,NA,37,477,4,0,0
2560995,Dallas Goedert,PHI,TE,107,10,NA,NA,38,416,5,0,0
2540156,Giovani Bernard,CIN,RB,107,9,NA,NA,35,267,1,279,2
2539964,Marquise Goodwin,SF,WR,136,4,NA,NA,41,657,4,23,0
2550272,Albert Wilson,MIA,WR,135,5,NA,NA,48,616,4,26,0
2560810,Anthony Miller,CHI,WR,135,6,NA,NA,44,586,5,19,0
100017,Rams,LAR,D,113,9,NA,NA,NA,NA,NA,NA,NA
79860,Matthew Stafford,DET,QB,265,5,3918.624558,11.33758058,NA,NA,NA,85,0
2562685,DK Metcalf,SEA,WR,133,11,NA,NA,41,613,5,8,0
2540269,C.J. Anderson,DET,RB,102,5,NA,NA,14,99,0,529,4
2557917,Kareem Hunt,CLE,RB,101,7,NA,NA,16,178,2,376,3
2561002,DaeSean Hamilton,DEN,WR,131,10,NA,NA,54,569,3,-1,0
2562659,N'Keal Harry,NE,WR,131,10,NA,NA,45,614,4,24,0
100016,Chiefs,KC,D,109,12,NA,NA,NA,NA,NA,NA,NA
2552466,Marcus Mariota,TEN,QB,262,11,3349.270829,12.21670573,NA,NA,NA,371,3
100009,Broncos,DEN,D,108,10,NA,NA,NA,NA,NA,NA,NA
2553439,Mike Davis,CHI,RB,99,6,NA,NA,21,143,0,432,3
2552408,Darren Waller,OAK,TE,98,6,NA,NA,39,438,2,10,0
100007,Browns,CLE,D,107,7,NA,NA,NA,NA,NA,NA,NA
100013,Texans,HOU,D,107,10,NA,NA,NA,NA,NA,NA,NA
100022,Saints,NO,D,107,9,NA,NA,NA,NA,NA,NA,NA
2550617,Taylor Gabriel,CHI,WR,127,6,NA,NA,51,564,2,48,0
100014,Colts,IND,D,105,6,NA,NA,NA,NA,NA,NA,NA
2552600,Nelson Agholor,PHI,WR,126,10,NA,NA,45,566,4,25,0
2540020,Theo Riddick,DEN,RB,96,10,NA,NA,40,298,1,149,1
2560920,James Washington,PIT,WR,125,7,NA,NA,43,623,3,1,0
2543828,Quincy Enunwa,NYJ,WR,125,4,NA,NA,47,606,3,1,0
100028,Chargers,LAC,D,103,12,NA,NA,NA,NA,NA,NA,NA
2543491,Paul Richardson,WAS,WR,124,10,NA,NA,42,595,4,16,0
2539265,Rex Burkhead,NE,RB,94,10,NA,NA,25,220,1,248,3
2649,Danny Amendola,DET,WR,124,5,NA,NA,56,542,2,4,0
100027,Steelers,PIT,D,102,7,NA,NA,NA,NA,NA,NA,NA
100020,Vikings,MIN,D,102,12,NA,NA,NA,NA,NA,NA,NA
100015,Jaguars,JAC,D,102,10,NA,NA,NA,NA,NA,NA,NA
2562379,Marquise Brown,BAL,WR,123,8,NA,NA,39,586,4,33,0
2560878,Tre'Quan Smith,NO,WR,123,9,NA,NA,39,568,4,6,0
100030,Seahawks,SEA,D,101,11,NA,NA,NA,NA,NA,NA,NA
100003,Bills,BUF,D,101,6,NA,NA,NA,NA,NA,NA,NA
2555343,Josh Doctson,WAS,WR,122,10,NA,NA,45,575,3,-1,0
100004,Panthers,CAR,D,100,7,NA,NA,NA,NA,NA,NA,NA
2550656,Cameron Brate,TB,TE,91,7,NA,NA,33,346,4,0,0
100032,Redskins,WAS,D,100,10,NA,NA,NA,NA,NA,NA,NA
2560994,Mike Gesicki,MIA,TE,90,5,NA,NA,37,387,2,0,0
100025,Eagles,PHI,D,99,10,NA,NA,NA,NA,NA,NA,NA
2557863,Zay Jones,BUF,WR,121,6,NA,NA,43,524,4,1,0
100024,Jets,NYJ,D,99,4,NA,NA,NA,NA,NA,NA,NA
2561046,Will Dissly,SEA,TE,89,11,NA,NA,30,373,4,1,0
2550256,Willie Snead,BAL,WR,120,8,NA,NA,51,560,2,6,0
100026,Cardinals,ARI,D,98,12,NA,NA,NA,NA,NA,NA,NA
2555461,Wendell Smallwood,PHI,RB,88,10,NA,NA,23,194,1,292,2
100012,Titans,TEN,D,96,11,NA,NA,NA,NA,NA,NA,NA
100019,Dolphins,MIA,D,96,5,NA,NA,NA,NA,NA,NA,NA
100001,Falcons,ATL,D,96,9,NA,NA,NA,NA,NA,NA,NA
100008,Cowboys,DAL,D,95,8,NA,NA,NA,NA,NA,NA,NA
100011,Packers,GB,D,95,11,NA,NA,NA,NA,NA,NA,NA
2532842,Nick Foles,JAC,QB,246,10,3651.63316,13.41313939,NA,NA,NA,90,1
100006,Bengals,CIN,D,93,9,NA,NA,NA,NA,NA,NA,NA
100010,Lions,DET,D,93,5,NA,NA,NA,NA,NA,NA,NA
2562495,Parris Campbell,IND,WR,114,6,NA,NA,39,511,4,22,0
2562281,Damien Harris,NE,RB,83,10,NA,NA,11,110,0,387,3
100031,Buccaneers,TB,D,92,7,NA,NA,NA,NA,NA,NA,NA
100023,Giants,NYG,D,91,11,NA,NA,NA,NA,NA,NA,NA
2495448,Randall Cobb,DAL,WR,112,8,NA,NA,45,498,3,8,0
100029,49ers,SF,D,91,4,NA,NA,NA,NA,NA,NA,NA
2560729,Robert Foster,BUF,WR,110,6,NA,NA,35,537,4,0,0
2495826,Vernon Davis,WAS,TE,79,10,NA,NA,29,380,2,0,0
2535698,Cole Beasley,BUF,WR,109,6,NA,NA,45,508,2,1,0
2557889,Gerald Everett,LAR,TE,79,9,NA,NA,30,323,3,4,0
2562734,Devin Singletary,BUF,RB,79,6,NA,NA,15,129,0,343,2
2552559,C.J. Uzomah,CIN,TE,77,9,NA,NA,31,327,2,0,0
2560894,Ian Thomas,CAR,TE,77,7,NA,NA,31,318,2,0,0
2562721,Deebo Samuel,SF,WR,107,4,NA,NA,38,518,3,12,0
2552471,T.J. Yeldon,BUF,RB,77,6,NA,NA,25,213,1,199,1
2561324,Gus Edwards,BAL,RB,76,8,NA,NA,5,34,0,507,3
2553454,Geoff Swaim,JAC,TE,76,10,NA,NA,33,327,2,0,0
2558856,David Moore,SEA,WR,106,11,NA,NA,33,500,4,2,0
2553667,Matt LaCosse,NE,TE,75,10,NA,NA,30,331,2,0,0
2562832,Darwin Thompson,KC,RB,75,12,NA,NA,15,147,1,315,1
2560847,Trey Quinn,WAS,WR,105,10,NA,NA,43,482,2,10,0
2543600,Alfred Blue,JAC,RB,75,10,NA,NA,16,124,0,348,2
2560756,Justin Jackson,LAC,RB,73,12,NA,NA,16,134,0,296,2
2560747,Hayden Hurst,BAL,TE,72,8,NA,NA,28,317,2,1,0
2506404,Frank Gore,BUF,RB,72,6,NA,NA,12,105,0,400,1
2562385,Redford Jones,FA,K,35,NA,NA,NA,NA,NA,NA,NA,NA
2558010,John Ross,CIN,WR,102,9,NA,NA,32,407,5,15,0
382,Joe Flacco,DEN,QB,233,10,3541.947731,12.61539556,NA,NA,NA,65,1
2557994,DOnta Foreman,IND,RB,71,6,NA,NA,9,85,0,370,2
2559193,Blake Jarwin,DAL,TE,70,8,NA,NA,28,296,2,0,0
2562238,A.J. Brown,TEN,WR,101,11,NA,NA,35,496,3,4,0
2552633,Jesse James,DET,TE,70,5,NA,NA,28,309,2,0,0
2556440,J.D. McKissic,SEA,RB,70,11,NA,NA,24,191,1,163,0
2505996,Eli Manning,NYG,QB,231,11,3606.13139,11.15368774,NA,NA,NA,21,1
2506122,Benjamin Watson,NE,TE,69,10,NA,NA,26,309,2,0,0
100018,Raiders,OAK,D,78,6,NA,NA,NA,NA,NA,NA,NA
2495139,Charles Clay,ARI,TE,68,12,NA,NA,29,298,2,1,0
2559150,Corey Clement,PHI,RB,67,10,NA,NA,18,144,0,215,2
2552597,Breshad Perriman,TB,WR,97,7,NA,NA,32,505,2,7,0
2562682,Alexander Mattison,MIN,RB,66,12,NA,NA,12,89,0,309,2
2555468,Rashard Higgins,CLE,WR,96,7,NA,NA,33,461,3,1,0
2552399,Jeff Heuerman,DEN,TE,66,10,NA,NA,27,266,2,0,0
2562407,Justice Hill,BAL,RB,65,8,NA,NA,11,112,0,282,2
2555364,Tyler Higbee,LAR,TE,62,9,NA,NA,24,275,2,0,0
2555478,Demarcus Robinson,KC,WR,93,12,NA,NA,31,419,3,0,0
2552429,Ty Montgomery,NYJ,RB,62,4,NA,NA,19,157,1,173,1
2559248,Ricky Seals-Jones,ARI,TE,61,12,NA,NA,24,260,2,0,0
2557934,Elijah McGuire,NYJ,RB,61,4,NA,NA,15,135,1,206,1
2558144,Adam Shaheen,CHI,TE,60,6,NA,NA,23,245,2,0,0
2560988,Antonio Callaway,CLE,WR,91,7,NA,NA,30,427,3,4,0
2560711,Chase Edmonds,ARI,RB,60,12,NA,NA,16,117,0,220,1
2495328,Bilal Powell,NYJ,RB,60,4,NA,NA,13,117,0,252,1
2552424,Phillip Dorsett,NE,WR,89,10,NA,NA,32,371,3,18,0
2555223,Devontae Booker,DEN,RB,58,10,NA,NA,21,158,0,142,1
2555289,Nick Vannett,SEA,TE,58,11,NA,NA,24,232,2,0,0
2558207,Jonnu Smith,TEN,TE,58,11,NA,NA,21,245,2,0,0
2559153,Keelan Cole,JAC,WR,88,10,NA,NA,32,453,2,2,0
2540230,Kyle Juszczyk,SF,RB,58,4,NA,NA,25,233,1,19,0
2562744,Jace Sternberger,GB,TE,57,11,NA,NA,21,248,2,0,0
2552586,Tyler Kroft,BUF,TE,56,6,NA,NA,21,253,2,0,0
2557952,Wayne Gallman,NYG,RB,57,11,NA,NA,14,100,0,244,1
2532790,Travis Benjamin,LAC,WR,86,12,NA,NA,28,400,2,48,0
2561238,Matthew McCrane,PIT,K,19,7,NA,NA,NA,NA,NA,NA,NA
2552382,Malcolm Brown,LAR,RB,56,9,NA,NA,8,61,0,294,2
2506467,Darren Sproles,PHI,RB,56,10,NA,NA,17,167,1,125,1
2560896,Jordan Thomas,HOU,TE,55,10,NA,NA,20,224,2,0,0
2562631,Miles Boykin,BAL,WR,85,8,NA,NA,30,405,2,4,0
2532899,Doug Martin,OAK,RB,54,6,NA,NA,8,67,0,281,2
2558914,Kendrick Bourne,SF,WR,83,4,NA,NA,31,376,2,0,0
2560883,Equanimeous St. Brown,GB,WR,83,11,NA,NA,26,434,2,5,0
2562580,Mecole Hardman,KC,WR,83,12,NA,NA,25,393,3,23,0
2562738,Irv Smith Jr.,MIN,TE,52,12,NA,NA,18,229,2,0,0
497328,Demaryius Thomas,NE,WR,81,10,NA,NA,30,365,3,1,0
2560933,Jordan Wilkins,IND,RB,51,6,NA,NA,13,80,0,221,1
2562699,Tony Pollard,DAL,RB,50,8,NA,NA,11,86,0,203,1
2560951,Jordan Akins,HOU,TE,50,10,NA,NA,20,231,1,0,0
2552652,Chris Conley,JAC,WR,80,10,NA,NA,27,387,2,0,0
2553631,Zach Zenner,DET,RB,50,5,NA,NA,8,63,0,242,2
2561018,D.J. Chark,JAC,WR,80,10,NA,NA,29,403,2,0,0
2543500,Jordan Matthews,SF,WR,79,4,NA,NA,27,368,3,0,0
2555209,Chris Moore,BAL,WR,79,8,NA,NA,27,346,3,12,0
2562669,Andy Isabella,ARI,WR,79,12,NA,NA,28,366,2,17,0
2532835,Rhett Ellison,NYG,TE,48,11,NA,NA,20,208,1,0,0
2541316,Ryan Griffin,NYJ,TE,48,4,NA,NA,20,219,1,0,0
2555229,Kenneth Dixon,BAL,RB,48,8,NA,NA,9,70,0,229,2
2562693,Josh Oliver,JAC,TE,47,10,NA,NA,17,222,1,0,0
2495471,Jacquizz Rodgers,NO,RB,46,9,NA,NA,19,160,0,72,0
2530515,Chris Hogan,CAR,WR,76,7,NA,NA,26,373,2,2,0
2558112,Brian Hill,ATL,RB,44,9,NA,NA,5,34,0,240,2
2495288,Virgil Green,LAC,TE,43,12,NA,NA,17,179,1,0,0
2558194,Josh Reynolds,LAR,WR,74,9,NA,NA,25,332,2,14,0
2553318,James OShaughnessy,JAC,TE,43,10,NA,NA,19,187,1,0,0
2556190,Jakeem Grant,MIA,WR,73,5,NA,NA,26,350,2,10,0
2559159,Jason Croom,BUF,TE,41,6,NA,NA,17,193,1,0,0
2539217,Andre Ellington,TB,RB,42,7,NA,NA,16,138,0,73,1
2560949,Josh Adams,PHI,RB,41,10,NA,NA,2,20,0,277,1
2558832,Mo Alie-Cox,IND,TE,40,6,NA,NA,13,176,2,0,0
2557430,Sam Ficken,GB,K,4,11,NA,NA,NA,NA,NA,NA,NA
2534820,Garrett Celek,SF,TE,39,4,NA,NA,12,164,2,0,0
2558202,Trent Taylor,SF,WR,70,4,NA,NA,27,336,2,0,0
2541834,Josh Hill,NO,TE,39,9,NA,NA,15,169,1,0,0
2541187,Demetrius Harris,CLE,TE,39,7,NA,NA,14,157,1,0,0
2562681,Dawson Knox,BUF,TE,38,6,NA,NA,13,184,1,0,0
2562771,Kahale Warring,HOU,TE,38,10,NA,NA,13,178,1,0,0
2558942,Anthony Firkser,TEN,TE,37,11,NA,NA,15,173,1,0,0
2556396,Chester Rogers,IND,WR,68,6,NA,NA,28,302,2,4,0
2532978,Jarius Wright,CAR,WR,67,7,NA,NA,28,313,1,16,0
2552375,Cameron Artis-Payne,CAR,RB,37,7,NA,NA,5,36,0,185,2
2558138,Samaje Perine,WAS,RB,36,10,NA,NA,11,75,0,163,0
2560761,Richie James,SF,WR,66,4,NA,NA,24,308,2,0,0
2561461,Dontrell Hilliard,CLE,RB,36,7,NA,NA,13,101,0,96,0
2552402,Nick Boyle,BAL,TE,34,8,NA,NA,17,152,0,0,0
2543590,Cody Latimer,NYG,WR,65,11,NA,NA,22,325,2,1,0
2561137,Trenton Cannon,NYJ,RB,34,4,NA,NA,11,85,0,97,1
2563223,Damarea Crockett,HOU,RB,34,10,NA,NA,11,80,0,123,0
2550597,Seth Roberts,BAL,WR,64,8,NA,NA,27,299,1,3,0
2562712,Hunter Renfrow,OAK,WR,64,6,NA,NA,25,300,1,2,0
2557960,Ryan Switzer,PIT,WR,64,7,NA,NA,29,270,1,20,0
2555464,DeAndre Washington,OAK,RB,33,6,NA,NA,9,63,0,143,1
2562492,Jakobi Meyers,NE,WR,63,10,NA,NA,18,333,2,10,0
2540204,Spencer Ware,IND,RB,32,6,NA,NA,7,68,0,120,1
2558985,Tim Patrick,DEN,WR,62,10,NA,NA,23,306,1,13,0
2562489,Terry McLaurin,WAS,WR,62,10,NA,NA,21,299,2,1,0
2556273,Darius Jackson,DAL,RB,31,8,NA,NA,4,29,0,212,0
497224,Ed Dickson,SEA,TE,29,11,NA,NA,11,116,1,2,0
2552468,Maxx Williams,ARI,TE,29,12,NA,NA,13,107,1,5,0
2559385,Dan Arnold,NO,TE,29,9,NA,NA,11,125,1,0,0
2560938,Jeffery Wilson,SF,RB,29,4,NA,NA,5,34,0,204,0
2533046,Dwayne Allen,MIA,TE,27,5,NA,NA,12,110,1,0,0
2552582,Jay Ajayi,FA,RB,28,NA,NA,NA,0,37,0,239,0
2562317,Foster Moreau,OAK,TE,27,6,NA,NA,7,132,1,0,0
2540203,Levine Toilolo,SF,TE,27,4,NA,NA,10,121,1,0,0
2562406,Bryce Love,WAS,RB,27,10,NA,NA,5,49,0,108,1
2553737,Eli Rogers,PIT,WR,57,7,NA,NA,25,237,1,6,0
2558208,Chad Williams,ARI,WR,56,12,NA,NA,20,252,2,8,0
2550521,Xavier Grimble,PIT,TE,25,7,NA,NA,10,112,1,0,0
2540928,Darren Fells,HOU,TE,25,10,NA,NA,8,104,1,0,0
2557859,Jake Butt,DEN,TE,25,10,NA,NA,10,113,1,0,0
2562622,Ryquell Armstead,JAC,RB,25,10,NA,NA,4,33,0,126,1
2560866,Dalton Schultz,DAL,TE,25,8,NA,NA,11,109,1,0,0
2562677,KeeSean Johnson,ARI,WR,55,12,NA,NA,22,277,1,0,0
2495234,Luke Stocker,ATL,TE,24,9,NA,NA,9,94,1,0,0
2540145,Cordarrelle Patterson,CHI,WR,55,6,NA,NA,14,163,1,115,1
2540145,Cordarrelle Patterson,CHI,WR,55,6,NA,NA,14,163,1,115,1
2541199,Luke Willson,OAK,TE,24,6,NA,NA,11,96,1,0,0
2495347,Lee Smith,BUF,TE,24,6,NA,NA,5,111,1,0,0
2562720,Drew Sample,CIN,TE,24,9,NA,NA,10,99,1,0,0
2555214,Laquon Treadwell,MIN,WR,54,12,NA,NA,23,236,1,0,0
2533457,Alfred Morris,DAL,RB,24,8,NA,NA,3,25,0,115,1
2555348,Braxton Miller,PHI,WR,54,10,NA,NA,21,260,1,0,0
2552401,MyCole Pruitt,TEN,TE,23,11,NA,NA,9,101,1,0,0
2562221,Rodney Anderson,CIN,RB,23,9,NA,NA,5,41,0,81,1
2555417,C.J. Prosise,SEA,RB,22,11,NA,NA,10,68,0,39,0
2560777,John Kelly,LAR,RB,22,9,NA,NA,7,43,0,77,0
2562743,Benny Snell,PIT,RB,22,7,NA,NA,4,32,0,112,1
2508101,James Develin,NE,RB,21,10,NA,NA,9,55,0,11,1
2552478,Blake Bell,KC,TE,21,12,NA,NA,8,87,1,0,0
2562725,Jordan Scarlett,CAR,RB,20,7,NA,NA,3,28,0,97,1
2556404,Maurice Harris,NE,WR,51,10,NA,NA,16,269,1,10,0
2561482,Chad Beebe,MIN,WR,50,12,NA,NA,22,240,1,1,0
2560935,Darrel Williams,KC,RB,20,12,NA,NA,4,35,0,65,1
2557870,Taywan Taylor,TEN,WR,50,11,NA,NA,20,249,1,2,0
2553744,Eric Tomlinson,NYJ,TE,19,4,NA,NA,8,79,0,0,0
2532797,Brandon Bolden,NE,RB,19,10,NA,NA,1,7,0,64,2
2558956,Jacob Hollister,SEA,TE,18,11,NA,NA,8,87,0,0,0
2562491,Hakeem Butler,ARI,WR,49,12,NA,NA,16,229,2,1,0
2562775,Mike Weber,DAL,RB,18,8,NA,NA,1,16,0,96,1
2562784,Dexter Williams,GB,RB,18,11,NA,NA,4,27,0,85,0
2552403,Nick OLeary,MIA,TE,17,5,NA,NA,7,71,1,0,0
2507828,Logan Paulsen,ATL,TE,17,9,NA,NA,7,69,1,0,0
2495187,Lance Kendricks,NE,TE,17,10,NA,NA,7,70,1,0,0
2550313,Richard Rodgers,PHI,TE,17,10,NA,NA,6,67,1,0,0
2552580,A.J. Derby,NO,TE,17,9,NA,NA,7,74,0,0,0
2562270,Myles Gaskin,MIA,RB,18,5,NA,NA,4,27,0,86,0
2534241,Derek Carrier,OAK,TE,17,6,NA,NA,6,60,1,0,0
